label	text
spam	尊敬的用户您好！您的邮箱账户即将在24小时内关闭。点击下方链接立即领取限时现金红包【http://shortened URLs.com/vip】，同时您还可以免费获得价值1999元的【健康体检套餐】！点击链接前请仔细阅读活动条款。
normal	各位同事：以下是Q3项目关键节点完成情况  1. 系统开发：完成用户认证模块（100%） 2. 测试阶段：完成压力测试（85%） 3. 下一步计划：12月5日前完成UAT测试  请于11月28日前反馈测试意见至项目组邮箱。
spam	您已被选中参与【极速财富计划】投资活动！点击链接立即注册👉【www.fortune2023.com】（内含3重惊喜奖励）  注意：本活动仅限前500名注册用户，错过不再补位！  📢特别提醒：投资有风险，请勿向他人泄露验证码！
normal	各位同事，2024年1月5日（周五）14:00将在3号楼B区302会议室召开季度总结会，请携带项目进度报告。会议材料已上传至公司云盘：https://cloud.example.com/2024-summit  行政部
spam	点击链接立即注册，享受全年免费观看！ https://free会员.com 免费试用地址：https://试用.com 立即领取：https://领取.com （注：本邮件含3条推广链接）
spam	恭喜您成为第88888位幸运用户！点击领取：http://bit.ly/Win10000 免费领取倒计时24小时！ http://bit.ly/GetGift http://bit.ly/InvestNow http://bit.ly/WinCar http://bit.ly/JoinClub
normal	各位同事，根据最新会议记录，A项目已完成需求分析阶段，B项目原型设计已通过评审。请于12月8日前提交个人工作计划至trello.example.com。附件含《Q1甘特图》和《风险预案V2.1》。
normal	各位同事，根据项目计划，第三阶段验收工作将于10月12日（周三）上午10点在A会议室进行。请携带项目文档和测试报告准时到场。技术问题请联系张工（zhang@company.com）。
spam	尊敬的用户，您的会员服务将于2023-12-31到期！立即点击下方链接完成续费，享受全年8折优惠。否则您的账户将无法继续使用。链接：http://shortenedlink123.com续费页面 （注：本邮件含3个高风险链接）
normal	各位同事，以下是第三季度项目关键节点完成情况： 1. 系统架构设计已通过评审 2. 前端开发完成率达85% 3. 需协调测试资源（负责人：张伟）  会议时间：2024-01-10 14:00-15:30
spam	尊敬的用户，您的邮箱账户将于24小时内到期！为感谢支持，现推出限时充值5折活动，点击链接完成充值：http://shortenedlink.com?code=SPAM2023。注意：此邮件含3条广告链接，已自动过滤，但请勿点击可疑内容。
spam	立即点击【https://safe-site123.com】领取终身VIP！每天观看10次高清视频！本活动仅限前100名用户，错过不再有！点击链接马上解锁特权！
normal	各位同事好，以下是第三季度项目关键节点达成情况： 1. 系统开发完成度达85% 2. 用户测试通过率100% 3. 下一步计划：10月15日前完成压力测试 附件：Q3进度报告.pdf
spam	恭喜您获得本年度幸运抽奖资格！点击下方链接立即领取奖金（链接：https://safe-gift.com claim）  限时特惠：前100名注册用户额外赠送$100现金券！  立即行动：https://急速提现.com  注意：本邮件为系统自动发送，请勿回复
spam	尊敬的用户您好！您的邮箱注册即将进入最后24小时，为感谢支持我们特推出限时福利活动。点击链接领取专属红包（http://www.fakelink123.com/redpackage），同时您还可以参与每周抽奖赢取iPhone15！注意：本活动仅限今天23:59前完成操作，逾期失效。
spam	尊敬的用户您好！您已成功参与2023年度幸运抽奖活动，点击下方链接立即领取价值10万元的现金红包！[点击领取](http://www.fakelink1.com)  活动时间：2023-10-01至2023-10-31 参与方式：复制链接至浏览器访问  温馨提示：本邮件为系统自动发送，请勿回复！
spam	尊敬的用户您好！本店圣诞狂欢节倒计时3天，全场商品享2折起！立即点击链接抢购：https://fake-discount.com【限时】满减券（复制链接到浏览器打开）。您的好友王先生已成功领取$200无门槛券，点击查看领取记录：http://scam-redirect.com。中奖概率100%，逾期自动失效！
normal	各位同事，2024年度Q4项目汇报会议定于本周五下午3点在A会议室举行。请携带最新数据报表参会，会议材料已上传至内部云盘。感谢配合！ - 张伟 [内部会议链接](https://intranet.com/meetings) 会议回放将于24小时内发布
spam	尊敬的用户您好！您尾号8890的账户将在24小时内自动关闭。点击下方链接领取价值500元的现金红包（链接：http://tinyurl.com/xy7b8n）。活动仅限今日，点击无效！
normal	各位同事请注意：原定于9月15日的季度项目会议将调整至9月20日（周五）14:00-16:00在A栋3层会议室举行。会议材料已上传至公司云盘。
spam	尊敬的用户您好！您已被随机抽中成为幸运儿！立即点击下方链接领取价值5999元的iPhone15，活动仅剩24小时！[点击获取](https://fakeurl.com/gift) 赶紧行动别错过！
spam	【限时特惠】点击链接立即领取价值9999元大礼包！http://www.fakelink123.com http://www.fakelink456.com  您已被选中成为幸运用户，请于24小时内完成注册以获取奖励！  警告：未及时领取将视为自动放弃！
normal	各位同事，2023年度总结会议将于12月25日（周一）14:00-17:00在总部3楼会议室举行。请携带项目进度报告并准时参会。  会议议程： 14:00-14:30 开场发言 14:30-16:00 分组汇报 16:00-17:00 自由讨论  联系人：王主任 138-1234-5678
spam	您的账户已成功获得1000元投资红包，有效期至2023-12-31。点击下方链接立即领取：http://www.fakelink1.comhttp://www.fakelink2.comhttp://www.fakelink3.com（注意：本链接可能包含风险提示）
normal	各位同事好，根据最新会议记录（见附件），技术部已完成需求分析阶段，测试组将于下周三进行首次压力测试。请各部门于2月1日前提交预算调整方案至OA系统。
spam	尊敬的用户您好！您的账户将在24小时内自动注销，点击下方链接立即领取888元现金红包！  免费领取地址：http://www.fakelink123.com  （注：此链接已通过HTTPS加密，确保资金安全）  特此通知，祝您生活愉快！ 客服团队
spam	尊敬的用户您好！我们即将于今晚8点关闭夏季促销活动，全场商品5折起！点击下方链接立即抢购：http://shortenedlink123.com【免费领券】您还可以参与抽奖获得价值1000元礼品卡！祝您购物愉快！
normal	各位同事好，2024年Q1项目已按计划完成第一阶段开发，具体进展如下： 1. 核心功能模块完成度85% 2. 测试环境部署完成 3. 下一步计划：12月28日召开需求评审会（时间：14:00-16:00，地点：A栋3层会议室） 请各部门负责人于本周五前反馈意见。
normal	尊敬的财务部同事：请于3月18日前提交2024年Q1部门预算。报表模板已上传至共享盘/Finance/Q1_2024/。如有疑问请联系张经理（电话：138-XXXX-8888）。
spam	恭喜您获得专属优惠！点击链接抢购iPhone 15 Pro Max：http://fakeurl123.com  立即扫码领取50元现金红包！ http://fakeurl456.com  活动仅限24小时，错过不再有！
normal	各位同事好，根据最新沟通会议纪要，客户已确认以下需求：1.产品功能需增加移动端支持 2.交付周期延长至2024-01-15 3.预算增加$2000。附件为修订版需求文档，请于周三前反馈意见。
spam	尊敬的用户，您的邮箱账户【user123@domain.com】将于2023-12-31 23:59自动注销。为保障您的权益，立即点击下方链接完成续费：[续费页面](http://shortened.com/12345)。本优惠仅限今晚24小时内生效，逾期将恢复原价！
normal	各位同事请注意：原定于12月5日的季度总结会调整为12月8日14:00-16:00在A301会议室举行，会议材料已上传至OA系统【/project documents/2023Q4】。请准时参加并提前准备项目进展报告。
spam	尊敬的用户您好！您已被随机选中成为幸运之星，点击下方链接即可领取价值100万的现金红包。点击查看：http://shortened-link.com?code=XYZ789。名额仅剩最后3个，速速行动！
spam	🔥点击领取50元无门槛券🔥 【秒杀链接】https://fake-deal.com/123 【限时优惠】https://fake-promo.com/456 重复宣传：免费领取618专属礼包！ （含10条相同广告语）
spam	"恭喜您在2023年12月15日参与抽奖活动！点击下方链接立即领取奖金：<a href=""http://www.abc123.com/claim"">立即兑换</a>。本活动真实有效，未中奖用户将自动获得50%折扣券。祝您好运！"
spam	恭喜您获得随机抽奖资格！点击链接立即领取：https://shortened URLs.com（每日仅限前100名）  免费软件下载：http://malicious-downloads.net  注意：本邮件包含3个高风险链接，谨慎点击。
spam	尊敬的用户您好！点击下方链接立即领取专属福利：https://safe-site.com/redpacket?code=XYZ789。本活动仅限24小时内生效，错过不再有！
spam	恭喜您获得价值$999的电子券！点击链接立即抢购：http://fakestore123.com优惠倒计时24小时！重复点击链接可叠加领取！
normal	各位同事，根据项目计划，第三季度已完成需求分析（完成率95%）、原型设计（完成率100%）和部分模块开发（完成率80%）。请于11月20日前提交测试环境部署申请。  附件：Q3项目进度表.xlsx
spam	尊敬的用户，您的账户已触发8888元现金奖励！请点击下方链接完成验证：[点击领取](https://safebonus.com)。本活动仅限24小时有效，逾期作废！点击链接前请确认网址真实性，谨防诈骗！
